;bname;gname;RNAP_1.0X_60min_1;RNAP_1.0X_60min_2;RNAP_1.0X_60min_3;RNAP_1.0X_125min_1;RNAP_1.0X_125min_2;RNAP_1.0X_125min_3;RNAP_0.5X_60min_1;RNAP_0.5X_60min_2;RNAP_0.5X_60min_3;RNAP_0.5X_125min_1;RNAP_0.5X_125min_2;RNAP_0.5X_125min_3;RNAP_0.25X_1;RNAP_0.25X_2;RNAP_0.25X_3;RNAP_0.5X_1;RNAP_0.5X_2;RNAP_0.5X_3;RNAP_0.75X_1;RNAP_0.75X_2;RNAP_0.75X_3;RNAP_1.0X_1;RNAP_1.0X_2;RNAP_1.0X_3;Start;End;Orientation;Length;Chr
972;b0970;yccA;5111.99764984152;4743.87301355145;4171.79775380944;3034.57136393724;3492.42054669171;3674.85779414849;4654.09034023563;4843.33869211119;4795.72685980497;3399.78717751902;3542.32314910782;3306.57131971345;2583.35666390376;2260.3318092309;1786.42921579075;3115.88199440447;1615.44478614772;2369.47748353795;3070.54045223732;2588.82464776526;2132.12300204213;1808.32782607944;2813.56281491434;3027.08417145672;1030759;1031418;-;660;NC_000913.3
974;b0972;hyaA;47.1048489015673;50.8425990553198;43.2534759337423;257.943545539791;250.395464255807;217.487602997642;25.9745922915283;18.835681673404;25.1226103039363;119.580143296606;129.359788816914;129.756002135045;144.152060540885;254.427263533419;208.058021116192;773.119443278626;304.18044319321;604.074018694734;1450.42634520158;1903.95040232471;1210.70301120985;2759.28872119981;1328.9727012925;3255.77392143413;1032139;1033257;+;1119;NC_000913.3
975;b0973;hyaB;60.563377159158;83.5886798028139;72.4495721890183;288.817097322546;351.746009311729;316.966237552617;21.3362722394697;37.6713633468079;33.1977350444872;154.629495642163;154.478194412431;160.650288357674;271.233482333508;308.365843402504;240.855344641897;908.863926760443;337.064815430314;799.341801675452;1474.66745403503;1694.20766465855;1761.88835456301;2413.79989053032;1145.34415474389;3192.92788327239;1033254;1035047;+;1794;NC_000913.3
976;b0974;hyaC;28.0386005366472;27.5756469452582;33.5214438486502;119.510523030019;87.042232812733;102.404476747769;17.6256161978228;15.4110122782396;18.8419577279522;54.9793762283246;52.7486517505863;66.202041905635;98.6303572121847;148.585521903517;119.915214140859;401.772465477793;108.244391947133;352.852309596735;616.128182850252;706.276565610561;764.278597046927;992.558212525394;480.857804097638;1153.92308958067;1035066;1035773;+;708;NC_000913.3
977;b0975;hyaD;66.1710972664874;53.4278159564377;57.3108556122085;181.257626595529;202.701090111844;220.413445190435;23.1916002602931;50.5138735786743;28.71155463307;140.197409382228;163.269636370862;134.16947159542;175.448231579367;193.364720285399;117.865381420503;622.552286313162;121.946213712593;459.050577533616;966.614214733921;1093.23051428447;948.800688234269;1398.13205722436;647.368435290024;1536.23648839787;1035770;1036357;+;588;NC_000913.3
978;b0976;hyaE;15.7016163005224;7.75565070335387;20.5454010685276;34.8572358837556;36.9631399615716;36.0853870444518;8.34897609370553;3.42466939516436;6.28065257598406;23.366234897038;24.4904454556293;13.240408381127;91.9917754767492;125.178213658442;76.8687270133714;405.673169026121;60.2880157680236;267.208545131508;655.519984704613;646.350069134513;645.232086603481;835.412791217531;396.824401439798;1042.19679951537;1036354;1036752;+;399;NC_000913.3
979;b0977;hyaF;42.6186728157038;24.9904300441402;28.1147593569325;84.6532871462636;106.119982470318;98.503353824044;32.4682403644104;30.8220245564792;14.355777316535;74.2221579082382;55.260492310138;60.023184661109;167.861281024584;220.842864747008;148.612872225851;602.268627861856;105.504027594041;446.489492078716;1007.01606278967;1005.052955184;933.324641876621;1045.7103403207;541.548594906078;1548.45655137376;1036749;1037606;+;858;NC_000913.3
980;b0978;appC;235.524244507837;199.923440353122;225.999411753803;208.147494277283;191.969855929452;213.586480073917;90.9110730203491;81.3358981351535;94.209788639761;186.929879176304;195.295603505147;216.260003558408;178.293338037411;234.073082450746;271.602835447246;440.779500961073;194.565869069531;439.637990921498;644.40947648928;553.89204600004;689.279295467556;779.949701344168;572.672077371944;1316.27535483181;1037740;1039284;+;1545;NC_000913.3
981;b0979;appB;171.596235284281;207.679091056476;173.013903734969;166.318811216777;171.699746918268;199.932549840881;86.2727529682905;97.6030777621842;87.9291360637769;194.489543407698;215.390327981561;187.131105119928;148.893904637625;178.099084473394;260.328755485284;367.446274252505;132.907671124961;390.535565961435;499.972869689959;386.953948673907;440.472088640752;644.758419777846;513.537460686798;923.487616320993;1039296;1040432;+;1137;NC_000913.3
983;b0980;appA;89.7235217172711;76.6947680664993;101.645668444294;142.416706610773;153.814356614282;125.811214290116;58.4428326559387;54.7947103226297;53.8341649370063;127.139807528001;129.987748956802;139.465634947871;202.002558521109;227.966828125944;259.303839125106;452.481611606058;190.455322539893;389.393649101899;503.00300829414;474.275414967577;469.04325114718;518.810986523751;471.520759357878;953.164912119589;1040617;1041915;+;1299;NC_000913.3
984;b0981;etk;213.093364078519;217.158219693908;223.836737957116;292.800781423547;301.666916460568;225.289848845091;250.469282811166;229.452849476012;232.38414531141;222.666473724715;232.973211898423;215.377309666332;183.035182134151;187.258465960597;191.659359353339;314.396705995243;178.123682950979;275.201963148263;314.124368633489;315.898245709451;313.092322466265;318.912766771838;417.054665042612;474.836732777524;1042030;1044210;-;2181;NC_000913.3
985;b0982;etp;14.5800722790566;17.2347793407864;15.1387165768098;7.96736820200128;16.6930309503872;14.6292109639669;21.3362722394697;21.4041837197772;8.97236082283438;7.55966423139463;12.5592027977586;12.3577144890519;7.58695055478344;14.2479267578715;19.4734108433874;19.5035177416404;23.2930970012819;12.5610854549;25.2511550348464;21.402320170017;14.2855812532136;21.9541397415396;21.7864377261066;20.9486793872437;1044230;1044676;-;447;NC_000913.3
986;b0983;gfcE;44.8617608586355;34.4695586815727;37.8467914420245;35.8531569090058;26.2319057791798;19.5056146186226;47.310864530998;37.6713633468079;57.42310926614;30.2386569255785;37.6776083932759;27.3635106543291;25.6059581223941;40.7083621653471;33.8222398858834;28.0850655479622;30.1440078840118;31.9736720670181;28.281293639028;36.8119906924292;29.7616276108616;39.2863553269655;31.1234824658665;24.4401259517843;1044664;1045803;-;1140;NC_000913.3
987;b0984;gfcD;77.3865374811463;97.376503275443;92.9949732575458;54.7756563887588;56.0408896191569;44.8629136228319;73.2854568225263;83.0482328327357;70.8816505003916;54.2921340254705;76.6111370663277;60.023184661109;40.779859231961;40.7083621653471;56.3703998098057;57.7304125152556;57.5476514149316;65.0892609935725;70.7032340975699;60.7825892828483;57.1423250128544;68.1733813026755;31.1234824658665;55.8631450326499;1045849;1047945;-;2097;NC_000913.3
988;b0985;gfcC;16.8231603219883;12.0643455385505;19.464064170184;11.9510523030019;13.1159528895899;11.7033687711735;19.4809442186462;13.6986775806574;19.7391938102356;16.4938128684974;16.9549237769742;15.8884900573524;6.63858173543551;7.12396337893574;12.2989963221394;9.3616885159874;2.74036435309198;15.986836033509;20.2009240278771;14.5535777156116;9.52372083547573;6.93288623417039;14.0055671096399;5.23716984681093;1047945;1048691;-;747;NC_000913.3
990;b0987;gfcA;14.5800722790566;13.7878234726291;7.56935828840489;7.96736820200128;1.19235935359908;5.85168438558677;13.9149601561759;10.2740081854931;9.86959690511781;12.370359651373;10.6753223780948;14.1231022732021;49.3151786060924;43.7614893277481;40.9966544071314;52.2694275475963;20.5527326481899;54.8120092577452;54.5424948752682;51.3655684080408;44.0472088640752;41.5973174050223;32.6796565891599;45.388805339028;1049439;1049744;-;306;NC_000913.3
991;b4516;insA4;51.5910249874309;70.6625952972241;72.4495721890183;49.796051262508;39.3478586687697;37.0606677753829;63.0811527079973;57.363212369003;51.1424566901559;35.0493523455569;31.3980069943966;37.9558373592307;36.9863839545693;46.8146164901492;49.1959852885577;44.4680204509401;32.8843722371038;36.5413395051635;28.281293639028;51.3655684080408;60.7137203261578;71.6398244197607;17.1179153562266;22.694402669514;1049833;1050108;+;276;NC_000913.3
992;b0988;insB4;409.363567835049;317.119939870469;401.175989285459;212.131178378284;166.930309503872;178.476373760397;431.363764841452;376.713633468079;396.578348369279;245.345466418898;227.321570639431;266.57355540669;252.266105946549;182.169920689928;214.207519277262;279.290374060291;135.648035478053;301.466050917599;332.305200258579;515.367869694009;367.85371727025;597.383697177682;196.077939534959;263.604215622817;1050027;1050530;+;504;NC_000913.3
993;b0989;cspH;12.3369842361248;12.0643455385505;17.3013903734969;8.96328922725144;1.19235935359908;6.8269651165179;15.7702881769993;17.9795143246129;10.7668329874013;6.87242202854057;4.39572097921552;7.06155113660106;19.9157452063065;13.2302177037378;51.2458180089142;30.425487676959;8.22109305927595;44.534757521918;12.1205544167263;30.8193410448245;27.3806974019927;17.332215585426;4.66852236987998;13.9657862581625;1050963;1051175;-;213;NC_000913.3
994;b0990;cspG;398.14812762039;369.686016859868;489.845614949631;159.347364040026;106.119982470318;94.6022309003195;370.137940154279;353.59711505072;310.443684470069;125.765323122293;95.4499412629657;103.275185372791;1087.77903579208;556.686852611122;2063.15663303889;738.793252053339;358.98773025505;2788.56097098779;688.85150935061;1433.09935858434;2295.21672134965;1079.21929045252;113.600711000413;443.413713696658;1051461;1051673;+;213;NC_000913.3
995;b4723;ymcF;32.5247766225108;23.2669521100616;41.0908021370551;12.9469733282521;4.76943741439633;7.80224584744903;22.2639362498814;17.9795143246129;30.5060267976369;7.55966423139463;10.0473622382069;10.5923267049016;247.52426184981;156.727194336586;548.330252695382;227.80108722236;110.984756300225;810.760970270815;187.868593459257;302.20076080064;630.946505350267;186.032447283572;38.9043530823332;153.623648839787;1051684;1051872;+;189;NC_000913.3
997;b4517;gnsA;40.375584772772;48.2573821542018;54.0668449171778;27.8857887070045;19.0777496575853;19.5056146186226;48.2385285414097;36.8151959980169;39.4783876204713;17.1810550713514;13.1871629376466;13.240408381127;47.4184409673965;46.8146164901492;155.787286747099;75.6736488375648;271.296070956106;133.604272565754;107.064897347749;110.435972077288;151.189068263177;153.678978190777;253.656382096812;130.929246170273;1052067;1052240;+;174;NC_000913.3
998;b0992;yccM;632.550828106761;649.751181147646;561.213850240306;3984.68002202589;4254.33817364153;4386.81272772822;268.094899008989;288.528396542597;316.724337046054;1020.55467123828;1110.23352732186;1145.73667191352;172.603125121323;190.311593122998;137.33879226389;70.9928045795711;326.103358017946;94.7790993415178;92.9242505282348;103.587229622882;95.2372083547573;129.413876371181;68.4716614249064;48.8802519035686;1052289;1053362;-;1074;NC_000913.3
999;b0993;torS;127.856018447111;105.132153978797;145.98048127638;233.045519908537;188.392777868655;179.451654491328;149.353905676288;154.966290131187;123.818579355114;131.950502947979;158.245955251759;160.650288357674;232.350360740243;212.701192313939;154.762370386921;326.878957349893;249.37315613137;320.878637529717;352.506124286456;321.034802550255;466.662320938311;363.976527293945;186.740894795199;268.841385469628;1053434;1056178;-;2745;NC_000913.3
1000;b0994;torT;42.6186728157038;58.5982497586737;51.9041711204907;165.322890191527;187.200418515056;157.995478410843;64.9364807288208;40.2398653931812;57.42310926614;159.440191062141;156.990034971983;117.398287645993;90.0950378380534;146.55010379525;131.18929410282;178.652222513426;212.378237364629;158.726443475554;197.969055473196;215.735387313771;207.140928171597;286.559297679043;200.746461904839;197.266730896545;1056261;1057289;+;1029;NC_000913.3
1001;b0995;torR;183.933219520406;161.145186836353;150.305828869754;176.278021469278;222.971199123028;204.808953495537;184.605138071933;165.24029831668;184.830632950388;317.505897718575;272.534700711362;233.031187507835;109.062414225012;113.983414062972;96.3421378567588;147.446594126802;193.195686892985;150.733025458799;184.838454855076;185.772139075748;198.807672440556;205.675624947055;157.173586452626;172.826604944761;1057262;1057954;-;693;NC_000913.3
1002;b0996;torC;2.24308804293178;3.44695586815727;6.48802139006134;7.96736820200128;5.96179676799541;4.87640365465564;7.42131208329381;9.41784083670199;1.79447216456688;8.24690643424869;5.65164125899139;13.240408381127;8.53531937413137;8.14167243306942;13.3239126823177;14.8226734836467;12.3316395889139;15.986836033509;17.1707854236956;16.2657633292129;19.0474416709515;21.9541397415396;20.2302636028133;24.4401259517843;1058084;1059256;+;1173;NC_000913.3
1003;b0997;torA;62.8064652020898;49.9808600882805;50.8228342221471;120.506444055269;119.235935359908;114.107845518942;52.8768485934684;61.6440491129584;66.3954700889744;92.7776973852978;112.40486503994;117.398287645993;57.8504979802238;52.9208708149512;53.2956507292708;81.9147745148897;82.2109305927595;71.9407621507906;80.8036961115085;92.4580231344734;64.2851156394612;91.2830020832434;102.70749213736;99.5062270894076;1059256;1061802;+;2547;NC_000913.3
1004;b0998;torD;30.281688579579;33.6078197145334;44.3348128320858;79.6736820200128;51.2714522047606;73.1460548198347;39.8895524477042;28.253522510106;29.6087907153534;70.0987046911139;48.9808909112587;61.7885724452593;92.9401442960972;91.593814872031;95.3172214965805;230.141509351357;117.835667182955;227.241455047736;429.269635592389;410.068454457526;413.09139123876;529.210315875006;463.739888741411;937.453402579156;1061799;1062398;+;600;NC_000913.3
1005;b0999;cbpM;128.977562468577;121.505194352544;109.215026732699;971.022999618906;859.691093944939;983.082976778578;119.668657343113;102.740081854931;106.771093791729;949.081482141453;822.627783253191;805.016829572521;469.442565577225;499.695145579636;731.790281167295;1389.43060391446;802.926755455951;1494.76916913309;2124.12716153128;1725.88309851017;2523.78602140107;2960.34242199075;3881.09826349356;7052.72206037205;1062550;1062855;-;306;NC_000913.3
1006;b1000;cbpA;492.357825423525;512.734685388394;523.367058798281;3580.33608577432;3715.39174581474;3761.65777920136;463.832005205863;499.145564345205;471.048943198805;3141.3841092459;3201.96875328857;3042.64584598298;1038.46385718598;1199.87897482361;1612.19343456044;3450.56235885102;2237.5074942996;2975.83533595175;5170.42650493515;4908.8361541951;5433.2827366389;8423.45677451702;11892.2826502076;17680.6854028337;1062855;1063775;-;921;NC_000913.3
1007;b1001;yccE;1.12154402146589;4.30869483519659;1.08133689834356;4.9796051262508;3.57707806079725;2.92584219279339;8.34897609370553;5.13700409274654;10.7668329874013;8.24690643424869;6.90756153876725;12.3577144890519;28.4510645804379;23.4073082450746;40.9966544071314;24.1843619996341;6.85091088272996;18.2706697525817;12.1205544167263;23.970598590419;19.0474416709515;24.2651018195963;17.1179153562266;15.7115095404328;1064036;1065292;+;1257;NC_000913.3
1008;b1002;agp;815.362503605701;722.998993345988;778.562566807361;19517.0643318274;20456.1170703459;20856.3784309622;571.441030413623;601.885646200136;562.567023591715;11962.1377828777;11559.4902550571;12639.2938406238;11293.1759007952;13635.265907283;10175.36962385;9509.1351101142;13723.7446802846;10153.9247149973;7884.42064808044;7338.42753989543;10789.1852414896;13754.846288594;9842.80132983029;10009.977300538;1065585;1066826;+;1242;NC_000913.3
1009;b1003;yccJ;63.9280092235556;87.0356356709712;68.1242245956441;1934.07863103581;1932.81451218411;2052.96593861003;64.9364807288208;56.5070450202119;60.1148175129903;1156.62862740338;1054.34507487184;929.476668355115;3228.24746106035;3776.71829989008;3849.58584882964;9973.31883236524;7283.88845051849;9037.13002637075;13811.3717578596;16535.4325633551;13782.0145140378;16341.9683349786;14389.9421180934;22263.2090187932;1066864;1067091;-;228;NC_000913.3
1010;b1004;wrbA;546.191938453888;509.287729520237;540.668449171778;15489.5597057157;15603.2145011976;16289.1387680117;447.134053018452;453.768694859277;428.878847331483;8488.81568965332;8000.84014231214;8013.09515225806;3860.80946356542;4686.55019428558;4834.53047096097;12267.7126594918;11035.4472499014;11027.4911125426;17799.0341609625;21145.4923279768;18545.0653968801;22065.0659212863;21937.386616066;31285.1069415662;1067112;1067708;-;597;NC_000913.3
1011;b4518;ymdF;28.0386005366472;18.958257274865;27.0334224585889;177.273942494528;119.235935359908;120.93481063546;25.9745922915283;23.9726857661505;34.9922072090541;46.0452275912218;47.0970104915949;55.6097152007334;21.8124828450024;30.5312716240103;23.5730762841006;81.1346338052241;47.9563761791097;79.9341801675452;132.316052382595;187.484324689349;91.6658130414539;308.513437420582;508.868938316918;1052.671139209;1068081;1068254;+;174;NC_000913.3
1012;b1006;rutG;85.2373456314075;83.5886798028139;70.2868983923312;160.343285065276;187.200418515056;225.289848845091;79.7791048954084;74.4865593448248;73.5733587472419;177.308488336347;150.710433573104;180.069553983327;47.4184409673965;53.9385798690849;34.8471562460617;76.4537895472304;71.2494731803915;76.5084295889361;80.8036961115085;73.6239813848585;88.0944177281505;115.54810390284;110.488362753826;102.997673653948;1068511;1069839;-;1329;NC_000913.3
1013;b1007;rutF;12.3369842361248;8.61738967039319;3.24401069503067;10.9551312777518;16.6930309503872;10.7280880402424;4.63832005205863;5.99317144153763;7.1778886582675;13.0576018542271;21.9786048960776;15.0057961652773;19.9157452063065;12.2125086496041;16.3986617628526;31.2056283866247;6.85091088272996;19.4125866121181;34.3415708473911;27.3949698176218;16.6665114620825;25.4205828586247;28.0111342192799;15.7115095404328;1069860;1070354;-;495;NC_000913.3
1014;b1008;rutE;7.85080815026122;4.30869483519659;6.48802139006134;11.9510523030019;11.9235935359908;7.80224584744903;10.204304114529;6.84933879032872;8.97236082283438;19.2427816799136;11.3032825179828;16.7711839494275;12.3287946515231;11.1947995954705;10.2491636017828;9.3616885159874;8.22109305927595;18.2706697525817;14.140646819514;11.9852992952095;10.7141859399102;8.08836727319878;12.4493929863466;8.72861641135154;1070365;1070955;-;591;NC_000913.3
1017;b1011;rutB;16.8231603219883;18.0965183078257;17.3013903734969;33.8613148585054;27.4242651327789;24.3820182732782;14.8426241665876;20.5480163709862;9.86959690511781;36.423836751265;21.3506447561897;31.7769801147048;5.69021291608758;9.1593814872031;11.2740799619611;10.141829225653;10.9614574123679;17.1287528930454;17.1707854236956;12.8413921020102;14.2855812532136;16.1767345463976;28.0111342192799;10.4743396936219;1072171;1072863;-;693;NC_000913.3
1019;b1013;rutR;195.148659735065;198.199962419043;169.769893039938;129.469733282521;158.583794028678;151.168513294325;193.881778176051;166.096465665471;226.103492735426;226.102684738985;190.899882525931;200.371513501055;124.236315334579;103.806323521635;172.185948509952;150.567156965464;205.527326481899;162.152194054163;171.707854236956;175.499025394139;165.474649516391;186.032447283572;357.920048357465;214.723963719248;1074242;1074880;+;639;NC_000913.3
1020;b1014;putA;532.733410196297;551.512938905164;561.213850240306;7402.68098068444;8571.8713930238;7945.61211489591;709.66296796497;733.735417913964;758.164489529505;10816.50503072;11865.3068431825;11820.1539087781;1154.16485314643;887.442295204567;10616.0836587267;6699.06827389865;1689.43462368121;1127.07194036239;4927.00537039923;4943.93595927393;2367.83509272015;1160.10296318451;61680.5175508543;23064.4960053553;1074920;1078882;-;3963;NC_000913.3
1022;b1015;putP;3370.239784505;3272.88459681533;3117.49427792447;997.91286730066;1135.12610462633;1184.96608808132;4233.85854351912;4213.19952340095;4529.24774336679;1438.39793057354;1385.28006859278;1330.21969535723;191.570501508282;199.470974610201;1387.7367516814;828.509433664885;560.40451020731;291.188799181772;593.907166419587;697.715637542554;371.425112583553;293.492183913213;9281.0224713214;1688.11441395539;1079305;1080813;+;1509;NC_000913.3
1023;b1018;efeO;704.329645480578;718.690298510792;649.883475904477;56.7674984392591;76.3109986303413;86.7999850528705;1154.01402895219;1126.71623100907;1170.89308737989;621.266951380068;664.381828001432;631.12613283372;40.779859231961;33.5843987864114;70.7192288523017;37.4467540639496;20.5527326481899;31.9736720670181;34.3415708473911;36.8119906924292;28.5711625064272;13.8657724683408;40.4605272056265;29.6772957985952;1082243;1083370;+;1128;NC_000913.3
1024;b1019;efeB;800.782431326644;729.892905082303;687.730267346502;141.420785585523;184.815699807858;151.168513294325;1176.27796520207;1195.20961891236;1227.41896056374;1085.84268050941;1119.02496928029;1143.97128412937;70.1792926317468;68.1865066269564;97.3670542169371;39.7871761929464;60.2880157680236;44.534757521918;48.4822176669051;42.804640340034;38.0948833419029;63.5514571465619;122.937755740173;75.0661011376233;1083376;1084647;+;1272;NC_000913.3
1025;b1020;phoH;38.1324967298402;25.8521690111796;29.196096255276;41.8286830605067;33.3860619007743;33.1595448516584;29.6852483331752;39.3836980443901;32.3004989622038;172.497792916368;209.738686722569;212.729227990107;194.415607966326;179.116793527527;341.297147939369;469.644707218701;393.242284668699;149.591108599263;324.224830647428;316.754338516252;290.47348548201;159.456383385919;1735.13414747206;1063.14547890262;1084992;1086056;+;1065;NC_000913.3
1026;b1021;pgaD;10.093896193193;6.03217276927523;14.0573796784662;15.9347364040026;11.9235935359908;1.95056146186226;7.42131208329381;5.13700409274654;14.355777316535;15.1193284627893;18.838804196638;14.1231022732021;10.4320570128272;14.2479267578715;10.2491636017828;10.141829225653;10.9614574123679;14.8449191739727;23.2310626320587;10.2731136816082;22.6188369842549;16.1767345463976;31.1234824658665;27.9315725163249;1086106;1086519;-;414;NC_000913.3
1027;b1022;pgaC;37.0109527083743;48.2573821542018;28.1147593569325;43.820525111007;40.5402180223688;49.7393172774876;22.2639362498814;32.5343592540614;27.8143185507866;50.8559230112002;59.6562132893535;61.7885724452593;15.1739011095669;16.2833448661388;13.3239126823177;36.666613354284;19.1825504716439;39.9670900837726;38.3817556529665;21.402320170017;42.8567437596408;32.3534690927951;20.2302636028133;34.9144656454062;1086521;1087846;-;1326;NC_000913.3
1028;b1023;pgaB;32.5247766225108;32.7460807474941;31.3587700519631;40.8327620352566;54.8485302655578;43.8876328919008;25.9745922915283;23.9726857661505;24.2253742216528;63.2262826625733;59.6562132893535;69.7328174739355;21.8124828450024;30.5312716240103;34.8471562460617;81.9147745148897;47.9563761791097;98.2048499201269;117.165359361687;78.7605382256626;124.998835965619;95.904926239357;37.3481789590398;75.0661011376233;1087839;1089857;-;2019;NC_000913.3
1029;b1024;pgaA;98.6958738889982;117.196499517347;90.8322994608587;134.449338408772;144.275481785489;151.168513294325;80.7067689058201;83.9044001815268;86.13466389921;243.283739810336;214.134407701785;235.679269184061;58.7988667995717;65.1333794645554;38.9468216867748;273.049248382966;106.874209770587;266.066628271972;460.581067835599;470.851043740374;596.423017321667;571.963114319057;68.4716614249064;209.486793872437;1089866;1092289;-;2424;NC_000913.3
1030;b1025;dgcT;17.9447043434542;26.7139079782189;19.464064170184;27.8857887070045;38.1554993151706;30.233702658865;25.9745922915283;32.5343592540614;14.355777316535;48.7941964026381;45.841090211819;35.3077556830053;59.7472356189196;51.9031617608175;98.3919705771154;166.950111868442;149.349857243513;207.828868435617;213.119748494104;253.403470813001;330.949299032782;301.580551186412;65.3593131783197;127.437799605733;1092876;1094234;+;1359;NC_000913.3
1031;b1026;insF4;150.286898876429;144.772146462606;137.329786089632;249.97617733779;256.357261023803;267.226920275129;127.089969426406;125.000432923499;127.407523684248;258.403068273126;247.416295115845;260.394698162164;261.749794140029;245.267882046216;239.830428281719;198.155740255067;117.835667182955;256.931293395681;198.97910167459;194.333067143754;213.093253693769;339.711425474349;183.628546548613;199.012454178815;1094275;1095141;-;867;NC_000913.3
1032;b1027;insE4;23.5524244507837;23.2669521100616;23.7894117635582;37.8449989595061;27.4242651327789;39.0112292372452;25.9745922915283;28.253522510106;29.6087907153534;35.736594548411;32.0259671342845;32.6596740067799;58.7988667995717;44.7791983818818;65.5946470514102;60.0708346442525;58.9178335914776;65.0892609935725;63.632910687813;69.3435173508551;67.8565109527646;78.572710653931;65.3593131783197;41.8973587744874;1095138;1095437;-;300;NC_000913.3
1035;b1033;ghrA;696.478837330317;629.931184905742;519.041711204907;2373.27980317113;2679.23146753714;3054.5792492763;665.135095465207;689.214715776827;678.310478206279;2716.66842788209;2493.62971549498;2673.67979909558;452.371926828963;478.323255442828;537.056172733421;700.566357279724;878.28677516598;622.344688447316;774.705436469088;703.708287190159;813.08766632874;867.766260310327;1753.80823695158;1403.56151894533;1097886;1098824;+;939;NC_000913.3
1036;b1034;ycdX;1145.09644591667;1095.27022710697;933.193743270489;1448.06917071373;1694.3426414643;2075.39739542144;1167.92898910836;1113.01755342842;1152.94836573422;1871.3605183716;1528.45498048723;1717.72231397821;794.733070613566;705.272374514638;601.625903424653;668.580588183433;770.042383218847;665.737529109697;702.992156170124;688.298616667747;645.232086603481;684.044775104811;1069.09162270252;792.55837015072;1098879;1099616;+;738;NC_000913.3
1037;b1035;ycdY;602.269139527182;641.133791477253;607.711336869079;556.719853114839;558.024177484371;581.267315634953;639.160503173679;633.563838105406;637.037618421241;742.908821285236;771.763011922268;741.462869343112;856.377043871181;834.521424389616;626.223896068932;610.850175668178;822.109305927595;604.074018694734;644.40947648928;521.360519341614;482.138367295959;511.87810028958;821.659937098877;673.849186956339;1099640;1100194;+;555;NC_000913.3
1038;b1036;ycdZ;2587.40205752181;2499.90474338106;2258.91278063969;231.053677858037;298.089838399771;273.078604660716;2568.70164483007;2626.72142609106;2540.07534894441;259.09031047598;274.418581131026;241.858126428586;340.464406145907;318.542933943841;236.755679201184;178.652222513426;216.488783894267;188.416281823499;166.657623229986;147.247962769717;169.046044829694;171.011193776203;135.387148726519;153.623648839787;1100296;1100787;+;492;NC_000913.3
1039;b1037;csgG;33.6463206439767;24.9904300441402;22.7080748652147;26.8898676817543;33.3860619007743;16.5797724258292;33.3959043748221;29.9658572076881;26.9170824685031;24.053477099892;20.7226846163018;17.6538778415027;45.5217033287007;53.9385798690849;85.0680578947976;70.2126638699055;36.9949187667418;50.2443418195998;53.5324486738744;55.6460324420442;42.8567437596408;42.7527984440507;32.6796565891599;47.1345286212983;1100851;1101684;-;834;NC_000913.3
1042;b1040;csgD;4.48617608586355;1.72347793407864;6.48802139006134;4.9796051262508;1.19235935359908;5.85168438558677;4.63832005205863;5.13700409274654;4.48618041141719;5.49793762283246;5.02368111910346;6.17885724452593;31.2961710384817;41.7260712194808;54.3205670894491;54.6098496765932;32.8843722371038;34.2575057860908;41.4118942571481;42.804640340034;19.0474416709515;48.5302036391927;46.6852236987998;31.4230190808656;1102546;1103196;-;651;NC_000913.3
1044;b1042;csgA;21.3093364078519;13.7878234726291;14.0573796784662;29.8776307575048;27.4242651327789;32.1842641207273;14.8426241665876;11.9863428830753;13.4585412342516;31.6131413312866;41.4453692326035;22.0673473018783;43.6249656900048;53.9385798690849;35.87207260624;56.95027180559;49.3265583556557;66.2311778531088;48.4822176669051;47.0851043740374;39.2853484463374;45.0637605221075;90.258099151013;75.0661011376233;1104447;1104902;+;456;NC_000913.3
1047;b1045;ymdB;182.81167549894;171.486054440824;134.085775394601;902.304448876645;940.771529989676;913.838044882468;155.84755374917;151.541620736023;151.632897905901;789.641291079312;754.180128005406;768.826379997441;190.622132688934;269.692899345425;191.659359353339;337.800927285212;257.594249190646;278.627713726872;423.209358384026;426.334217786739;416.662786552063;547.69801249946;555.554162015718;768.118244198936;1105820;1106353;+;534;NC_000913.3
1048;b1046;clsC;188.419395606269;191.306050682729;143.817807479693;552.736169013839;535.369349765988;551.033612976088;144.715585624229;135.274441108992;132.790940177949;442.583978638013;405.662250367604;473.123926152271;349.948094339386;345.003369351317;316.69915529509;664.679884635105;338.43499760686;477.321247286198;686.831416947822;870.646384516292;627.375110036964;809.992208358907;726.733315577984;890.318873957857;1106355;1107776;+;1422;NC_000913.3
1049;b1047;opgC;271.413653194745;259.383429078835;256.276844907423;27.8857887070045;22.6548277183826;30.233702658865;353.439987966867;314.21341700633;315.82710096377;27.4896881141623;31.3980069943966;20.3019595177281;398.314904126131;211.683483259805;200.883606594944;180.212503932757;80.8407484162135;202.119284137936;93.9342967296286;152.384519610521;99.9990687724951;69.3288623417039;26.4549600959866;89.0318873957857;1107784;1108941;-;1158;NC_000913.3
1050;b1048;opgG;3325.37802364636;3294.42807099131;3163.99176455325;1848.4294228643;1941.16102765931;2227.5411894467;3714.36669768855;3726.04030193882;3976.5503166802;2924.90281534687;2662.55099312483;2636.60665562842;5750.90852052585;4577.65532549328;3393.4980685503;4015.38423264893;2906.15639645405;3660.98545167357;3459.40823977396;3302.80604863702;2980.9246215039;2270.5202416908;2818.23133728422;3241.80813517596;1109335;1110870;+;1536;NC_000913.3
