,bname,gname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,End,Orientation,Length,Chr
751,b0836,bssR,5208.777258,0.903526207,0.398878508,2.265166429,0.023502468,0.155887203,878248,878631,+,384,NC_000913.3
752,b0837,yliI,401.6572815,0.24137153,0.356926294,0.676250347,0.498881712,0.72700728,878742,879857,+,1116,NC_000913.3
753,b0838,gstB,527.6501448,-0.540623249,0.2923255,-1.849387926,0.064401818,0.259123859,879854,880480,-,627,NC_000913.3
754,b0839,dacC,2311.11819,-0.963099565,0.360372581,-2.672510661,0.007528598,0.08657888,880727,881929,+,1203,NC_000913.3
755,b0840,deoR,342.0999565,0.371448897,0.224540932,1.654259171,0.098074865,0.315427532,881976,882734,-,759,NC_000913.3
756,b0841,ybjG,120.5348951,0.481992198,0.345605958,1.394629307,0.163127653,0.412457588,882792,883388,-,597,NC_000913.3
757,b0842,mdfA,243.4287013,-0.062535862,0.279539752,-0.223710085,0.822982898,0.91628924,883673,884905,+,1233,NC_000913.3
758,b0843,ybjH,76.90531179,0.423469626,0.292365639,1.448424744,0.147498299,0.393929758,884946,885230,-,285,NC_000913.3
759,b0844,ybjI,171.3503826,-0.175437159,0.312502987,-0.561393544,0.574529284,0.773751123,885316,886131,-,816,NC_000913.3
760,b0845,ybjJ,106.0913345,0.100903712,0.278686842,0.362068447,0.717300882,0.85938447,886131,887339,-,1209,NC_000913.3
761,b0846,rcdA,119.7551448,-0.070070801,0.321061248,-0.218247457,0.827236311,0.918392551,887423,887959,+,537,NC_000913.3
762,b4417,rybB,19.27754448,0.245592373,0.42290229,0.58073077,0.561421921,NA,887979,888057,-,79,NC_000913.3
763,b0847,ybjL,853.5862028,0.839224793,0.297008771,2.82558926,0.004719374,0.065995722,888134,889819,-,1686,NC_000913.3
764,b0848,ybjM,101.9843438,0.286744601,0.408314545,0.702263988,0.482514547,0.718428815,890089,890466,+,378,NC_000913.3
765,b0849,grxA,60.55709912,-0.263743189,0.353954827,-0.745132341,0.45619172,0.697156002,890496,890753,-,258,NC_000913.3
766,b0850,ybjC,66.26246929,0.281779836,0.326762168,0.862339227,0.388500872,0.643922366,890913,891200,+,288,NC_000913.3
767,b0851,nfsA,418.6559745,-0.111394041,0.257656202,-0.432335956,0.665497258,0.830920862,891184,891906,+,723,NC_000913.3
768,b0852,rimK,395.6423241,0.135410911,0.225265162,0.601117855,0.547761492,0.759608955,891967,892869,+,903,NC_000913.3
769,b0853,ybjN,516.2798737,0.375416476,0.200466415,1.872715068,0.061107742,0.251037209,892957,893433,+,477,NC_000913.3
770,b0854,potF,95.85886867,-2.036209173,0.567797093,-3.586156389,0.000335588,0.014484133,893784,894896,+,1113,NC_000913.3
771,b0855,potG,52.476307,-1.73133553,0.604938665,-2.862001772,0.004209746,0.061295525,894991,896124,+,1134,NC_000913.3
772,b0856,potH,17.57973242,-1.224366487,0.555391149,-2.20451206,0.027488353,NA,896134,897087,+,954,NC_000913.3
773,b0857,potI,42.73921636,-1.020294385,0.448068007,-2.277097159,0.022780424,0.154641482,897084,897929,+,846,NC_000913.3
774,b0858,ybjO,57.23404377,0.01029138,0.347976582,0.02957492,0.976406067,0.989424815,897989,898477,+,489,NC_000913.3
775,b0859,rlmC,113.1204977,0.418635412,0.376275563,1.112576667,0.265890286,0.533612193,898518,899645,+,1128,NC_000913.3
776,b0860,artJ,128.7777205,-0.907319325,0.455808945,-1.990569373,0.04652825,0.218820444,899844,900575,-,732,NC_000913.3
777,b0861,artM,744.0757385,-0.300576691,0.410249326,-0.732668336,0.463760741,0.703692513,900866,901534,-,669,NC_000913.3
778,b0862,artQ,707.0301092,-0.543523531,0.430739182,-1.261839076,0.207006698,0.469195564,901534,902250,-,717,NC_000913.3
779,b0863,artI,2190.841725,-0.727987925,0.398496952,-1.826834365,0.067724677,0.266629908,902257,902988,-,732,NC_000913.3
780,b0864,artP,891.1667515,-0.960841111,0.367950383,-2.611333366,0.009018993,0.095365603,903006,903734,-,729,NC_000913.3
781,b0865,ybjP,2653.900614,-1.500785687,0.361726627,-4.148949996,3.34E-05,0.002773788,903952,904467,-,516,NC_000913.3
782,b0866,ybjQ,1311.885734,-0.394680789,0.230569414,-1.711765587,0.086939876,0.299745372,904593,904916,+,324,NC_000913.3
783,b0867,amiD,1731.908717,-0.253465263,0.250368725,-1.012367911,0.311362175,0.576779247,904913,905743,+,831,NC_000913.3
784,b0868,ybjS,489.300553,0.212366315,0.280996411,0.755761665,0.449792105,0.692414442,905740,906753,-,1014,NC_000913.3
785,b0869,ybjT,512.7012086,-0.44936531,0.216016228,-2.080238669,0.037503647,0.198708001,906852,908282,-,1431,NC_000913.3
786,b0870,ltaE,959.6355717,-0.814578934,0.28027821,-2.906322731,0.00365704,0.056570856,908293,909294,-,1002,NC_000913.3
787,b0871,poxB,2331.710252,-2.056936524,0.417200331,-4.930332917,8.21E-07,0.000239154,909331,911049,-,1719,NC_000913.3
788,b0872,hcr,250.8589119,-0.114290802,0.567919758,-0.201244631,0.840507295,0.924901952,911182,912150,-,969,NC_000913.3
789,b0873,hcp,245.0384307,-0.276539051,0.56221306,-0.491875893,0.622807081,0.804718313,912162,913814,-,1653,NC_000913.3
790,b0874,lysO,59.42947655,0.980392448,0.343675379,2.852670011,0.004335362,0.061985998,913958,914857,-,900,NC_000913.3
791,b0875,aqpZ,87.5166759,0.566736016,0.472765368,1.198768045,0.230618151,0.496824681,915352,916047,-,696,NC_000913.3
792,b0876,ybjD,827.7954155,0.112558423,0.254975158,0.441448587,0.658888274,0.827577309,916473,918131,+,1659,NC_000913.3
793,b0877,ybjX,567.3251123,-1.040192452,0.312841633,-3.324980894,0.000884246,0.025761032,918128,919120,-,993,NC_000913.3
794,b0878,macA,309.7160569,-0.174881891,0.213095291,-0.820674593,0.411831647,0.66323116,919235,920350,+,1116,NC_000913.3
795,b0879,macB,392.8056185,-0.125799536,0.178116654,-0.706276104,0.480016451,0.71692901,920347,922293,+,1947,NC_000913.3
796,b0880,cspD,11267.07965,-0.362229221,0.379034971,-0.955661742,0.339243157,0.605630076,922366,922590,-,225,NC_000913.3
797,b4770,yljB,28.98129214,0.410361035,0.487418404,0.84190714,0.399839934,NA,922740,922814,+,75,NC_000913.3
798,b0881,clpS,433.0176721,-0.589719734,0.402174042,-1.466329682,0.142558493,0.386644291,922913,923233,+,321,NC_000913.3
799,b0882,clpA,22291.26694,-0.16934904,0.35794889,-0.473109554,0.636135021,0.814327365,923264,925540,+,2277,NC_000913.3
800,b0883,serW,18.9448151,0.651965843,0.48615843,1.341056337,0.179902162,NA,925884,925971,-,88,NC_000913.3
801,b0884,infA,1534.872523,0.550088008,0.3772077,1.458315956,0.144753474,0.389768886,926225,926443,-,219,NC_000913.3
802,b0885,aat,283.3087302,0.173918946,0.23872596,0.728529672,0.466289412,0.706609356,926728,927432,-,705,NC_000913.3
803,b0886,cydC,875.807243,0.477025773,0.211036161,2.260398269,0.023796544,0.155887203,927474,929195,-,1722,NC_000913.3
804,b0887,cydD,609.6494387,0.678053593,0.23651562,2.866844881,0.004145862,0.061295525,929196,930962,-,1767,NC_000913.3
805,b0888,trxB,938.274831,-0.029857762,0.354832603,-0.084146049,0.932940312,0.966674372,931085,932050,-,966,NC_000913.3
806,b0889,lrp,2107.846717,-0.439650028,0.356400979,-1.233582549,0.217358499,0.482773388,932595,933089,+,495,NC_000913.3
807,b0890,ftsK,4132.023938,0.034262514,0.204313151,0.167696078,0.866822382,0.935631833,933224,937213,+,3990,NC_000913.3
808,b0891,lolA,845.8512733,-0.081872569,0.232791053,-0.351699809,0.725063404,0.862507766,937372,937983,+,612,NC_000913.3
809,b0892,rarA,733.1371945,0.211708937,0.271581501,0.779541083,0.435661047,0.684330129,937994,939337,+,1344,NC_000913.3
810,b0893,serS,10787.12149,0.443596836,0.257703019,1.721349007,0.085187512,0.295159108,939428,940720,+,1293,NC_000913.3
811,b0894,dmsA,7260.27816,0.297432657,0.52448266,0.567097218,0.570648133,0.771253401,940959,943403,+,2445,NC_000913.3
812,b0895,dmsB,1873.007464,0.295513122,0.572363634,0.516303106,0.605642727,0.794494175,943414,944031,+,618,NC_000913.3
813,b0896,dmsC,2837.975192,0.492597843,0.55942361,0.880545322,0.378563964,0.636991901,944033,944896,+,864,NC_000913.3
814,b0897,ycaC,2146.785878,-0.757690799,0.690923549,-1.096634786,0.272801075,0.541594457,944931,945557,-,627,NC_000913.3
815,b0898,ycaD,220.0940606,0.826277163,0.375259935,2.20187951,0.027673821,0.165380645,945871,947019,+,1149,NC_000913.3
816,b0899,ycaM,189.7689031,0.443212016,0.36350062,1.219288197,0.222734827,0.487992905,947229,948659,+,1431,NC_000913.3
817,b0900,ycaN,59.33659045,-0.14121773,0.291714501,-0.484095679,0.628317968,0.808465077,948660,949568,-,909,NC_000913.3
818,b0902,pflA,1698.657571,0.813757638,0.268752269,3.02790983,0.002462516,0.047301947,950340,951080,-,741,NC_000913.3
819,b0903,pflB,32223.91741,-0.461151954,0.285185373,-1.61702527,0.105872826,0.330474465,951272,953554,-,2283,NC_000913.3
820,b0904,focA,1179.175205,0.45673977,0.328018622,1.392420242,0.163795178,0.413024894,953609,954466,-,858,NC_000913.3
821,b0905,ycaO,494.9415628,0.712818172,0.32036394,2.225026233,0.026079477,0.16281045,954872,956632,-,1761,NC_000913.3
822,b0906,ycaP,227.0506782,-0.532939727,0.387428211,-1.375583168,0.168950721,0.419199233,956762,957454,+,693,NC_000913.3
823,b0907,serC,1745.290316,-0.218647168,0.232308215,-0.9411943,0.346605297,0.611985918,957653,958741,+,1089,NC_000913.3
824,b0908,aroA,453.0536268,-0.127023556,0.21565364,-0.589016517,0.555850194,0.764105243,958812,960095,+,1284,NC_000913.3
825,b0909,ycaL,33.46227218,-0.646423943,0.344787876,-1.874845339,0.060814004,NA,960264,961028,+,765,NC_000913.3
826,b0910,cmk,917.4454978,0.170426626,0.240719719,0.707987807,0.478952829,0.71692901,961201,961884,+,684,NC_000913.3
827,b0911,rpsA,21968.41098,0.35068653,0.28031484,1.251045184,0.210917993,0.47297582,961995,963668,+,1674,NC_000913.3
828,b0912,ihfB,2428.742986,-0.546058126,0.260245521,-2.09824217,0.035883758,0.19389431,963828,964112,+,285,NC_000913.3
829,b0913,ycaI,174.3661406,0.346733153,0.273453469,1.267978624,0.204805584,0.46584276,964320,966584,+,2265,NC_000913.3
830,b0914,msbA,1201.515524,0.364327917,0.298610097,1.220079029,0.222434917,0.487930612,966621,968369,+,1749,NC_000913.3
831,b0915,lpxK,359.1330035,0.045561474,0.295158232,0.154362878,0.877323622,0.940012425,968366,969352,+,987,NC_000913.3
832,b0916,ycaQ,115.2982841,0.19167818,0.252044426,0.760493629,0.446959576,0.6903468,969389,970621,+,1233,NC_000913.3
833,b0917,ycaR,130.4917173,0.194101065,0.378835126,0.512362905,0.608397048,0.796314518,970673,970855,+,183,NC_000913.3
834,b0918,kdsB,1099.975528,0.110411587,0.286521457,0.385351897,0.699976717,0.850420376,970852,971598,+,747,NC_000913.3
835,b0919,ycbJ,4681.222144,0.4454096,0.455424544,0.978009653,0.32806955,0.594549275,971752,972645,+,894,NC_000913.3
836,b0920,elyC,867.2847754,0.802008547,0.439138171,1.826323922,0.067801484,0.266629908,972622,973401,-,780,NC_000913.3
837,b0921,cmoM,394.5236077,-0.024419663,0.184908713,-0.132063344,0.894934189,0.946401622,973537,974322,+,786,NC_000913.3
838,b0922,mukF,614.6453987,-0.175487402,0.304104699,-0.577062447,0.563897271,0.767396766,974319,975641,+,1323,NC_000913.3
839,b0923,mukE,539.7402206,-0.395736047,0.253806032,-1.559206626,0.118947483,0.354239317,975622,976326,+,705,NC_000913.3
840,b0924,mukB,3686.049811,-0.585020999,0.297035663,-1.969531173,0.048892126,0.223433822,976326,980786,+,4461,NC_000913.3
841,b0925,ldtD,4109.661691,-0.121155023,0.258578927,-0.468541752,0.63939722,0.817280396,981047,982894,+,1848,NC_000913.3
842,b0926,mepK,1350.856348,0.105128966,0.25809562,0.407325648,0.683768827,0.842896975,983075,983623,+,549,NC_000913.3
843,b0927,gloC,1390.4136,0.202292541,0.262390505,0.770959837,0.440730738,0.687485329,983650,984297,+,648,NC_000913.3
844,b0928,aspC,3115.325548,0.237413829,0.236711181,1.002968375,0.31587612,0.580600902,984519,985709,-,1191,NC_000913.3
845,b0929,ompF,83766.38176,1.501979667,0.498266455,3.01441057,0.002574791,0.047586057,985894,986982,-,1089,NC_000913.3
846,b0930,asnS,3848.757595,0.211754868,0.234972637,0.901189477,0.367487585,0.629156022,987585,988985,-,1401,NC_000913.3
847,b0931,pncB,934.8514571,0.569320194,0.213865215,2.662051392,0.007766602,0.088443128,989154,990356,-,1203,NC_000913.3
848,b0932,pepN,4157.184442,-0.884884049,0.394609731,-2.242428349,0.024933701,0.158776357,990622,993234,+,2613,NC_000913.3
849,b0933,ssuB,107.6761352,-0.498363136,0.299844714,-1.662070777,0.096498584,0.313239601,993277,994044,-,768,NC_000913.3
850,b0935,ssuD,17.07728781,-0.772117034,0.515230744,-1.49858494,0.133981342,NA,994843,995988,-,1146,NC_000913.3
851,b0937,ssuE,16.68362199,-0.024978336,0.451869628,-0.055277749,0.955917189,NA,996937,997512,-,576,NC_000913.3
852,b0938,elfA,21.65919158,-0.730702316,0.398711503,-1.832659228,0.066853264,NA,997868,998407,+,540,NC_000913.3
853,b0940,elfC,48.17039712,0.205255469,0.35242033,0.582416653,0.560286067,0.766038331,999216,1001816,+,2601,NC_000913.3
854,b0941,elfG,55.31230705,-0.166000639,0.319720851,-0.519204919,0.603617849,0.794343204,1001807,1002877,+,1071,NC_000913.3
855,b0942,ycbU,16.64046226,0.916354119,0.448005275,2.045409215,0.040814531,NA,1002889,1003431,+,543,NC_000913.3
856,b0943,ycbV,12.72587485,0.206267409,0.48495387,0.425334083,0.670593151,NA,1003439,1003954,+,516,NC_000913.3
857,b0944,ycbF,93.64286764,0.496712501,0.340080857,1.460571776,0.144132997,0.389103441,1003947,1004657,+,711,NC_000913.3
858,b0945,pyrD,231.9116737,1.308459519,0.37338054,3.504359167,0.000457708,0.017552757,1004768,1005778,+,1011,NC_000913.3
859,b0946,zapC,385.0982602,-0.05921381,0.379359193,-0.156089033,0.875962843,0.93908804,1005952,1006494,+,543,NC_000913.3
860,b0947,ycbX,443.6586858,0.069254767,0.219233626,0.31589482,0.752082344,0.87421046,1006491,1007600,-,1110,NC_000913.3
861,b0948,rlmL,919.2444445,0.290289514,0.251880422,1.152489388,0.249120028,0.516103375,1007844,1009952,+,2109,NC_000913.3
862,b0949,uup,947.5122192,-0.229394648,0.255497349,-0.897835724,0.369273136,0.630976972,1009964,1011871,+,1908,NC_000913.3
863,b0950,pqiA,293.4528176,-0.345710141,0.334446559,-1.033678271,0.301286595,0.568818925,1012001,1013254,+,1254,NC_000913.3
864,b0951,pqiB,561.4960952,-0.15506776,0.268730527,-0.577038129,0.563913699,0.767396766,1013259,1014899,+,1641,NC_000913.3
865,b0952,pqiC,253.8871434,-0.158162615,0.292931885,-0.539929669,0.589245536,0.783866969,1014896,1015459,+,564,NC_000913.3
866,b0953,rmf,12628.17815,-0.399802868,0.437327147,-0.914196319,0.360613698,0.623186104,1015715,1015882,+,168,NC_000913.3
867,b0954,fabA,2051.806025,-0.30175478,0.290227519,-1.039718014,0.298470929,0.566786728,1015952,1016470,-,519,NC_000913.3
868,b0955,ycbZ,2086.438362,-0.036523275,0.279552005,-0.130649303,0.896052739,0.946401622,1016539,1018299,-,1761,NC_000913.3
869,b0956,matP,312.516031,0.051096673,0.256867463,0.198922323,0.842323507,0.925734983,1018485,1018937,+,453,NC_000913.3
870,b0957,ompA,81429.56636,-0.222380031,0.236493272,-0.940322866,0.347051974,0.612156257,1019013,1020053,-,1041,NC_000913.3
871,b0958,sulA,488.3506628,-0.132788773,0.214181698,-0.619981888,0.535269711,0.753645957,1020410,1020919,-,510,NC_000913.3
872,b0959,sxy,215.7639311,-0.101635298,0.31534737,-0.322296326,0.747228216,0.873188723,1021138,1021767,+,630,NC_000913.3
873,b0960,yccS,437.2159277,0.102058285,0.274794345,0.371398782,0.710340532,0.856918738,1021730,1023883,-,2154,NC_000913.3
874,b0961,yccF,87.93778933,0.415434476,0.374214179,1.110151619,0.266933697,0.535102076,1023902,1024348,-,447,NC_000913.3
875,b0962,helD,1723.487472,0.052783304,0.157466899,0.33520254,0.737472306,0.866914318,1024471,1026525,+,2055,NC_000913.3
876,b0963,mgsA,2385.51932,0.096445958,0.281163874,0.343024005,0.731580401,0.865288584,1026557,1027015,-,459,NC_000913.3
877,b0964,yccT,120.0753672,0.352979328,0.458364246,0.770084776,0.441249606,0.687485329,1027111,1027773,-,663,NC_000913.3
878,b0965,yccU,755.2611226,-0.668525586,0.221611232,-3.016659315,0.002555769,0.047526423,1027946,1028359,+,414,NC_000913.3
879,b0966,hspQ,1497.375423,-0.412311589,0.343498449,-1.20033028,0.230011094,0.496460961,1028404,1028721,-,318,NC_000913.3
880,b0967,rlmI,489.8659974,0.443027461,0.283069298,1.565084818,0.117563023,0.352185371,1028779,1029969,-,1191,NC_000913.3
881,b0968,yccX,149.1666867,-0.830962605,0.238909141,-3.478153253,0.000504881,0.018280062,1030064,1030342,+,279,NC_000913.3
882,b0969,tusE,184.8949083,-0.100330935,0.292575941,-0.342922712,0.731656605,0.865288584,1030339,1030668,-,330,NC_000913.3
883,b0970,yccA,2175.435522,-0.007714289,0.335283505,-0.023008257,0.981643686,0.991776679,1030759,1031418,-,660,NC_000913.3
884,b0972,hyaA,1058.428637,-0.630305379,0.450802878,-1.398184018,0.162057815,0.411440901,1032139,1033257,+,1119,NC_000913.3
885,b0973,hyaB,1084.849266,-0.358821441,0.405430716,-0.885037632,0.376136335,0.635252477,1033254,1035047,+,1794,NC_000913.3
886,b0974,hyaC,443.200282,-0.248474203,0.44963527,-0.552612794,0.580528579,0.777001498,1035066,1035773,+,708,NC_000913.3
887,b0975,hyaD,617.2559758,-0.152224214,0.499160752,-0.304960303,0.760396386,0.881414379,1035770,1036357,+,588,NC_000913.3
888,b0976,hyaE,391.3200272,-0.127006866,0.539100557,-0.235590308,0.813750595,0.909147131,1036354,1036752,+,399,NC_000913.3
889,b0977,hyaF,579.4171085,0.015277343,0.52462076,0.029120737,0.976768297,0.989505062,1036749,1037606,+,858,NC_000913.3
890,b0978,appC,470.9547325,-0.43159026,0.326471187,-1.32198576,0.186172893,0.441860443,1037740,1039284,+,1545,NC_000913.3
891,b0979,appB,364.3405125,-0.601839813,0.340702949,-1.766464934,0.07731788,0.281272952,1039296,1040432,+,1137,NC_000913.3
892,b4592,appX,51.95972482,-0.569261236,0.350937118,-1.622117488,0.104778194,0.328840281,1040445,1040537,+,93,NC_000913.3
893,b0980,appA,381.0776794,-0.366949235,0.340890343,-1.07644362,0.281728903,0.549622905,1040617,1041915,+,1299,NC_000913.3
894,b0981,etk,259.713793,-0.356251614,0.27202568,-1.309624935,0.190322749,0.447310142,1042030,1044210,-,2181,NC_000913.3
895,b0982,etp,16.57150967,-0.091087208,0.45830637,-0.198747419,0.842460329,NA,1044230,1044676,-,447,NC_000913.3
896,b0983,gfcE,28.35901516,-0.033254445,0.356509712,-0.093277809,0.925682861,NA,1044664,1045803,-,1140,NC_000913.3
897,b0984,gfcD,49.34007824,0.297603653,0.325932012,0.913085068,0.361197803,0.623608912,1045849,1047945,-,2097,NC_000913.3
898,b0987,gfcA,39.62510144,0.350475859,0.363806917,0.963356778,0.335368509,0.602491422,1049439,1049744,-,306,NC_000913.3
899,b4516,insA4,37.2467702,0.408998546,0.529700627,0.772131512,0.44003654,NA,1049833,1050108,+,276,NC_000913.3
900,b0988,insB4,271.2471219,0.35649435,0.425683908,0.837462594,0.402332595,0.655125641,1050027,1050530,+,504,NC_000913.3
901,b0989,cspH,20.41482494,1.11489936,0.637850756,1.747900036,0.080481339,NA,1050963,1051175,-,213,NC_000913.3
902,b0990,cspG,1016.888288,1.702254467,0.671486263,2.535054791,0.011242974,0.105944574,1051461,1051673,+,213,NC_000913.3
903,b4723,ymcF,268.2309241,1.623824274,0.516356153,3.144775684,0.001662142,0.036777527,1051684,1051872,+,189,NC_000913.3
904,b4517,gnsA,121.9979051,-0.551052077,0.519650135,-1.060429006,0.288949472,0.556566035,1052067,1052240,+,174,NC_000913.3
905,b0992,yccM,114.2839502,0.259068916,0.517852443,0.500275551,0.616881067,0.798746744,1052289,1053362,-,1074,NC_000913.3
906,b0993,torS,257.7060947,0.502835027,0.296694441,1.694790863,0.090115101,0.304371979,1053434,1056178,-,2745,NC_000913.3
907,b0994,torT,165.7304735,-0.152465539,0.285311079,-0.53438352,0.593076219,0.786866968,1056261,1057289,+,1029,NC_000913.3
908,b0995,torR,142.8107077,0.081624083,0.238198994,0.342671822,0.731845363,0.865288584,1057262,1057954,-,693,NC_000913.3
909,b0996,torC,14.33209637,-0.344695794,0.404283141,-0.852609864,0.393875691,NA,1058084,1059256,+,1173,NC_000913.3
910,b0997,torA,69.4024941,-0.306287161,0.250689369,-1.221779616,0.221790979,0.487661172,1059256,1061802,+,2547,NC_000913.3
911,b0998,torD,301.0547124,-0.569372277,0.304875489,-1.867556748,0.06182388,0.252514179,1061799,1062398,+,600,NC_000913.3
912,b0999,cbpM,1913.306078,-1.073147417,0.286192196,-3.749743819,0.000177015,0.009358601,1062550,1062855,-,306,NC_000913.3
913,b1000,cbpA,4923.72583,-1.254585337,0.291758914,-4.300075424,1.71E-05,0.001808809,1062855,1063775,-,921,NC_000913.3
914,b1001,yccE,19.01729452,-0.023118463,0.50731896,-0.045569878,0.963653078,NA,1064036,1065292,+,1257,NC_000913.3
915,b1002,agp,9564.055373,-0.368587497,0.293055124,-1.257741181,0.208485374,0.470059,1065585,1066826,+,1242,NC_000913.3
916,b1003,yccJ,10004.552,-0.24985815,0.245410339,-1.018123976,0.308619043,0.574517026,1066864,1067091,-,228,NC_000913.3
917,b1004,wrbA,13449.58798,-0.382626847,0.21852151,-1.750980246,0.079949313,0.285790182,1067112,1067708,-,597,NC_000913.3
918,b4518,ymdF,191.4638454,-2.098893228,0.470211191,-4.463724531,8.05E-06,0.001126371,1068081,1068254,+,174,NC_000913.3
919,b1006,rutG,69.4646542,-0.445540446,0.262241342,-1.698971038,0.089324641,0.303536948,1068511,1069839,-,1329,NC_000913.3
920,b1007,rutF,18.89346694,0.165242564,0.46440179,0.355818103,0.721976791,NA,1069860,1070354,-,495,NC_000913.3
921,b1008,rutE,10.1130704,0.345073788,0.531703183,0.648997033,0.516340294,NA,1070365,1070955,-,591,NC_000913.3
922,b1011,rutB,12.16358926,-0.302186417,0.493502312,-0.612330297,0.540319248,NA,1072171,1072863,-,693,NC_000913.3
923,b1013,rutR,163.2502355,-0.535661951,0.315179853,-1.699543757,0.089216777,0.303536948,1074242,1074880,+,639,NC_000913.3
924,b1014,putA,8974.199862,-2.692729636,1.364576376,-1.973308115,0.048460469,0.22233307,1074920,1078882,-,3963,NC_000913.3
925,b1015,putP,1221.408764,-2.338723674,0.949736078,-2.462498508,0.013797275,0.119189038,1079305,1080813,+,1509,NC_000913.3
926,b1018,efeO,31.27777622,0.292091077,0.473557902,0.61680119,0.537365867,NA,1082243,1083370,+,1128,NC_000913.3
927,b1019,efeB,57.61496382,-0.97920004,0.343607763,-2.849761107,0.004375208,0.061985998,1083376,1084647,+,1272,NC_000913.3
928,b1020,phoH,418.9035262,-1.52574714,0.674945074,-2.260550079,0.023787132,0.155887203,1084992,1086056,+,1065,NC_000913.3
929,b1021,pgaD,15.08614977,-0.416470245,0.467018807,-0.891763326,0.372519803,NA,1086106,1086519,-,414,NC_000913.3
930,b1022,pgaC,24.63038066,0.210391009,0.369188787,0.56987378,0.56876331,NA,1086521,1087846,-,1326,NC_000913.3
931,b1023,pgaB,62.86999888,0.639562035,0.337158446,1.896918329,0.057838718,0.242160668,1087839,1089857,-,2019,NC_000913.3
932,b1024,pgaA,237.3581563,1.149348613,0.558269878,2.05876881,0.039516391,0.202862412,1089866,1092289,-,2424,NC_000913.3
933,b1025,dgcT,150.9076662,0.797182964,0.460169537,1.732367964,0.083208068,0.292651314,1092876,1094234,+,1359,NC_000913.3
934,b1026,insF4,197.7009729,-0.22442106,0.315807881,-0.710625266,0.477316482,0.715258646,1094275,1095141,-,867,NC_000913.3
935,b1027,insE4,55.17914222,0.103178881,0.314109057,0.328481077,0.74254795,0.869955641,1095138,1095437,-,300,NC_000913.3
936,b1033,ghrA,744.5155645,-0.774941561,0.279168987,-2.775887,0.005505134,0.072136697,1097886,1098824,+,939,NC_000913.3
937,b1034,ycdX,655.6305904,-0.311183453,0.22000805,-1.414418483,0.157239067,0.406870054,1098879,1099616,+,738,NC_000913.3
938,b1035,ycdY,597.806847,-0.277054895,0.25673592,-1.079143483,0.28052377,0.54849614,1099640,1100194,+,555,NC_000913.3
939,b1036,ycdZ,181.02316,0.067138985,0.248405101,0.270280217,0.786944684,0.896142871,1100296,1100787,+,492,NC_000913.3
940,b1037,csgG,46.01874207,0.339088743,0.381667531,0.888440109,0.374304058,0.634610567,1100851,1101684,-,834,NC_000913.3
941,b1040,csgD,35.73099757,-0.307162749,0.422108676,-0.727686415,0.466805568,NA,1102546,1103196,-,651,NC_000913.3
942,b1042,csgA,48.53221325,-0.611568006,0.340914766,-1.793902953,0.07282866,0.274221859,1104447,1104902,+,456,NC_000913.3
943,b1044,ymdA,10.72989375,-0.163833021,0.679122142,-0.24124235,0.80936729,NA,1105414,1105725,+,312,NC_000913.3
944,b1045,ymdB,347.8254346,-0.562889427,0.264766381,-2.125985276,0.033504486,0.18801233,1105820,1106353,+,534,NC_000913.3
945,b1046,clsC,529.567605,-0.148443997,0.288857136,-0.51390109,0.607321145,0.795250587,1106355,1107776,+,1422,NC_000913.3
946,b1047,opgC,134.9234084,1.064688454,0.487277297,2.18497447,0.028890719,0.16975118,1107784,1108941,-,1158,NC_000913.3
947,b1048,opgG,3164.11802,0.211262882,0.275151605,0.767805378,0.442602819,0.688054928,1109335,1110870,+,1536,NC_000913.3
948,b1049,opgH,3044.562226,0.23664009,0.292205137,0.809842335,0.418030798,0.668543307,1110863,1113406,+,2544,NC_000913.3
949,b1050,yceK,795.8655637,-1.56313151,0.466796175,-3.348638213,0.000812098,0.024540746,1113579,1113806,+,228,NC_000913.3
950,b1051,msyB,1362.22982,-1.438592811,0.409192637,-3.515685963,0.000438619,0.017425155,1113807,1114181,-,375,NC_000913.3
951,b1053,mdtG,242.9100454,0.824968736,0.402218784,2.051044779,0.040262586,0.205486133,1114264,1115490,-,1227,NC_000913.3
952,b1054,lpxL,718.9146797,0.772350675,0.235002928,3.286557669,0.0010142,0.028140027,1115662,1116582,-,921,NC_000913.3
953,b1055,trhO,194.6296235,0.838317743,0.335670251,2.497444267,0.012509213,0.11359015,1116807,1117859,+,1053,NC_000913.3
954,b1056,yceI,70.82788102,-0.758787101,0.615098118,-1.233603354,0.217350743,0.482773388,1117901,1118476,-,576,NC_000913.3
955,b1057,yceJ,13.86119915,0.467329342,0.586406314,0.796937772,0.425487172,NA,1118480,1119046,-,567,NC_000913.3
956,b1059,solA,477.1202442,0.144189441,0.246630143,0.584638353,0.558790914,0.766038331,1119468,1120586,-,1119,NC_000913.3
957,b1060,bssS,2180.294752,0.412950864,0.23906454,1.727361425,0.084102774,0.293452823,1120701,1120955,-,255,NC_000913.3
958,b1061,dinI,121.3832997,0.369657832,0.255771251,1.445267328,0.148382811,0.394483885,1121242,1121487,-,246,NC_000913.3
959,b1062,pyrC,413.1496852,1.348947134,0.322809924,4.178765993,2.93E-05,0.002582348,1121561,1122607,-,1047,NC_000913.3
960,b1063,yceB,781.4458874,0.540304792,0.415844052,1.29929667,0.193842137,0.451480419,1122713,1123273,-,561,NC_000913.3
