Node	MeanAbsOutCoh	MeanAbsInCoh	NodeLevel	DiagCohval	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component	Uniprot_ID_clean	GO_terms	Is_TF_GO	Is_SignalingReceptor_GO	Is_HistKinase_GO	Is_SignallingTransducer_GO
Rv3902c		1.0	Output		Rv3902c	886236.0	O05443	RVBD_3902c	hypothetical protein	Basal machinery	O05443	[]	False	False	False	False
Rv1532c		1.0	Output		Rv1532c	886422.0	O06178	RVBD_1532c	hypothetical protein	Basal machinery	O06178	['GO:0061522', 'GO:0047617']	False	False	False	False
Rv1995		1.0	Output		Rv1995	888917.0	P9WLP3	RVBD_1995	hypothetical protein	Basal machinery	P9WLP3	[]	False	False	False	False
Rv1985c	0.9994077607339	0.8645814460293725	Middle	1.0	Rv1985c	885818.0	P9WMF5	RVBD_1985c	HTH-type transcriptional regulator	Global regulator	P9WMF5	['GO:0003677', 'GO:0003688', 'GO:0003700']	True	False	False	False
recF		1.0	Output		recF	887089.0	P9WHI9	RVBD_0003	DNA replication/repair protein RecF	Basal machinery	P9WHI9	['GO:0005524', 'GO:0003697']	False	False	False	False
mazF1		1.0	Output		mazF1	3205039.0	Q6MX40	mazF-mt2,RVBD_0456A	toxin MazF1	Intermodular	Q6MX40	['GO:0003677', 'GO:0004521']	False	False	False	False
Rv0458		1.0	Output		Rv0458	886306.0	P9WNY1	RVBD_0458	aldehyde dehydrogenase	Basal machinery	P9WNY1	['GO:0004029']	False	False	False	False
Rv1356c		1.0	Output		Rv1356c	886850.0	P9WM09	RVBD_1356c	hypothetical protein	Basal machinery	P9WM09	[]	False	False	False	False
Rv3058c		1.0	Output		Rv3058c	888878.0	P95100	RVBD_3058c	TetR family transcriptional regulator	M11	P95100	['GO:0003700', 'GO:0000976']	True	False	False	False
rpsT		1.0	Output		rpsT	885676.0	P9WH41	RVBD_2412	30S ribosomal protein S20	Basal machinery	P9WH41	['GO:0070181', 'GO:0003735']	False	False	False	False
pabB		1.0	Output		pabB	888205.0	O05591	RVBD_1005c	para-aminobenzoate synthase component I	Basal machinery	O05591	['GO:0046820']	False	False	False	False
Rv1754c		1.0	Output		Rv1754c	885467.0	O06790	RVBD_1754c	hypothetical protein	Basal machinery	O06790	[]	False	False	False	False
vapB32		1.0	Output		vapB32	885450.0	P9WJ33	RVBD_1113	antitoxin VapB32	Basal machinery	P9WJ33	[]	False	False	False	False
trcR	0.9979688755240621	0.8119694010361443	Middle	1.0	trcR	887957.0	L7N689	RVBD_1033c	two component transcriptional regulator TrcR	Global regulator	L7N689	['GO:0000156', 'GO:0000976']	False	False	False	True
Rv3172c		1.0	Output		Rv3172c	888848.0	O53322	RVBD_3172c	hypothetical protein	Basal machinery	O53322	[]	False	False	False	False
cmtR	0.8621386439362756	1.0	Middle	1.0	cmtR	888889.0	P9WMI9	RVBD_1994c	HTH-type transcriptional regulator CmtR	Global regulator	P9WMI9	['GO:0046870', 'GO:0097063', 'GO:0003677', 'GO:0003700', 'GO:0032791']	True	False	False	False
esxQ		1.0	Output		esxQ	888508.0	P9WNJ1	RVBD_3017c	ESAT-6 like protein EsxQ	Basal machinery	P9WNJ1	[]	False	False	False	False
Rv2517c		0.7213178045795622	Output		Rv2517c	887673.0	O53222	RVBD_2517c	hypothetical protein	Basal machinery	O53222	[]	False	False	False	False
Rv3269		1.0	Output		Rv3269	888709.0	P96874	RVBD_3269	hypothetical protein	M24	P96874	[]	False	False	False	False
Rv1975		0.7213178045795622	Output		Rv1975	885934.0	O53976	RVBD_1975	hypothetical protein	Basal machinery	O53976	[]	False	False	False	False
dnaB		1.0	Output		dnaB	887009.0	P9WMR3	RVBD_0058	replicative DNA helicase	Basal machinery	P9WMR3	['GO:0005524', 'GO:0016887', 'GO:0003677', 'GO:0003678', 'GO:0004519']	False	False	False	False
Rv1830		1.0	Output		Rv1830	885740.0	P9WME5	RVBD_1830	HTH-type transcriptional regulator	Basal machinery	P9WME5	['GO:0003677', 'GO:0003700']	True	False	False	False
ybeY		1.0	Output		ybeY	885989.0	P9WGX9	RVBD_2367c	endoribonuclease	Basal machinery	P9WGX9	['GO:0004222', 'GO:0004521', 'GO:0008270']	False	False	False	False
vapB14		0.970911181358134	Output		vapB14	885971.0	P95262	RVBD_1952	antitoxin VapB14	Basal machinery	P95262	[]	False	False	False	False
tgs2		1.0	Output		tgs2	885335.0	P9WKC7	RVBD_3734c	diacyglycerol O-acyltransferase	Basal machinery	P9WKC7	['GO:0004144', 'GO:0047196', 'GO:0008374']	False	False	False	False
Rv1910c		1.0	Output		Rv1910c	885897.0	P9WFN5	RVBD_1910c	hypothetical protein	Basal machinery	P9WFN5	[]	False	False	False	False
whiB1		0.7213178045795622	Output		whiB1	887980.0	P9WF43	RVBD_3219	transcriptional regulator WhiB1	Global regulator	P9WF43	['GO:0051539', 'GO:0035731', 'GO:0003677', 'GO:0046872', 'GO:0047134', 'GO:0015035']	False	False	False	False
lat		1.0	Output		lat	887904.0	P9WQ77	RVBD_3290c	L-lysine-epsilon aminotransferase	Intermodular	P9WQ77	['GO:0045484', 'GO:0030170']	False	False	False	False
wag31		1.0	Output		wag31	888224.0	P9WMU1	RVBD_2145c,ag84	cell wall synthesis protein Wag31	Intermodular	P9WMU1	[]	False	False	False	False
PE17		0.7909883534346716	Output		PE17	885486.0	L7N681	RVBD_1646	PE family protein PE17	Basal machinery	L7N681	[]	False	False	False	False
Rv0097		0.9978146558613471	Output		Rv0097	886942.0	P9WG83	RVBD_0097	oxidoreductase	M1.1	P9WG83	['GO:0051213', 'GO:0046872']	False	False	False	False
Rv0135c	1.0	1.0	Middle	1.0	Rv0135c	886869.0	P96812	RVBD_0135c	transcriptional regulator	Global regulator	P96812	['GO:0003700', 'GO:0000976']	True	False	False	False
Rv2204c		1.0	Output		Rv2204c	888428.0	P9WMN5	RVBD_2204c	hypothetical protein	M1.1	P9WMN5	['GO:0051537', 'GO:0051539', 'GO:0005506']	False	False	False	False
Rv2884		1.0	Output		Rv2884	887443.0	I6X5M3	RVBD_2884	transcriptional regulator	Intermodular	I6X5M3	['GO:0000156', 'GO:0000976']	False	False	False	True
mmpL9		1.0	Output		mmpL9	888966.0	P9WJU3	RVBD_2339	transmembrane transport protein MmpL9	Basal machinery	P9WJU3	[]	False	False	False	False
cyp138		1.0	Output		cyp138	886868.0	P9WPM3	RVBD_0136	cytochrome P450 Cyp138	M1.29	P9WPM3	['GO:0020037', 'GO:0005506', 'GO:0004497', 'GO:0016491', 'GO:0016705']	False	False	False	False
Rv0520		1.0	Output		Rv0520		O33365	RVBD_0520		M3	O33365	['GO:0008757']	False	False	False	False
Rv3400		1.0	Output		Rv3400	887918.0	P9WKZ7	RVBD_3400	hydrolase	Basal machinery	P9WKZ7	['GO:0016853', 'GO:0046872']	False	False	False	False
Rv1919c		1.0	Output		Rv1919c	885876.0	O53961	RVBD_1919c	hypothetical protein	Basal machinery	O53961	[]	False	False	False	False
Rv1815		1.0	Output		Rv1815					Basal machinery		[]	False	False	False	False
Rv0749A		1.0	Output		Rv0749A	3205052.0	I6X9Q1	RVBD_0749A	hypothetical protein	Basal machinery	I6X9Q1	[]	False	False	False	False
Rv3312A		0.913997971779237	Output		Rv3312A					Basal machinery		[]	False	False	False	False
Rv0273c	1.0	1.0	Middle	1.0	Rv0273c	886633.0	O86342	RVBD_0273c	transcriptional regulator	Global regulator	O86342	['GO:0003677', 'GO:0003700']	True	False	False	False
Rv0274		1.0	Output		Rv0274	886631.0	O53680	RVBD_0274	hypothetical protein	Basal machinery	O53680	['GO:0051213', 'GO:0008198']	False	False	False	False
proX		1.0	Output		proX	886270.0	O69725	RVBD_3759c	glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX	M1.23	O69725	['GO:0022857']	False	False	False	False
Rv1674c	0.9275089958116076	1.0	Middle	1.0	Rv1674c	885696.0	O53921	RVBD_1674c	transcriptional regulator	M2	O53921	['GO:0003700', 'GO:0004792']	True	False	False	False
Rv1359	1.0	1.0	Middle	1.0	Rv1359	886841.0	P9WM05	RVBD_1359	transcriptional regulator	M26	P9WM05	[]	False	False	False	False
Rv3488	1.0	0.9565156262422667	Middle	1.0	Rv3488	888417.0	I6X7F9	RVBD_3488	hypothetical protein	Global regulator	I6X7F9	['GO:0003677', 'GO:0046872']	False	False	False	False
dnaG		0.9666152812980524	Output		dnaG	885996.0	P9WNW1	RVBD_2343c	DNA primase	Basal machinery	P9WNW1	['GO:0003677', 'GO:0003899', 'GO:0008270']	False	False	False	False
cofC		0.9666152812980524	Output		cofC	888161.0	P9WP83	RVBD_2983	2-phospho-L-lactate guanylyltransferase	Basal machinery	P9WP83	['GO:0005525', 'GO:0043814']	False	False	False	False
Rv1776c	1.0		Input		Rv1776c	885821.0	O33179	RVBD_1776c	transcriptional regulator	Global regulator	O33179	['GO:0003677']	False	False	False	False
fgd1		1.0	Output		fgd1	886418.0	P9WNE1	RVBD_0407,fgd	F420-dependent glucose-6-phosphate dehydrogenase	Basal machinery	P9WNE1	['GO:0070967', 'GO:0052749', 'GO:0016614', 'GO:0016705']	False	False	False	False
ethR	1.0	1.0	Middle	1.0	ethR	886189.0	P9WMC1	etaR,RVBD_3855	HTH-type transcriptional repressor EthR	Global regulator	P9WMC1	['GO:0003700', 'GO:0000976']	True	False	False	False
ethA		1.0	Output		ethA	886175.0	P9WNF9	RVBD_3854c,etaA	monooxygenase EthA	Basal machinery	P9WNF9	['GO:0071949', 'GO:0050660', 'GO:0004499', 'GO:0070402', 'GO:0016709', 'GO:0033776']	False	False	False	False
Rv0653c	1.0	1.0	Middle	1.0	Rv0653c	888087.0	P96941	RVBD_0653c	transcriptional regulator	Global regulator	P96941	['GO:0003700', 'GO:0000976']	True	False	False	False
Rv0654		1.0	Output		Rv0654	888089.0	P9WPR5	RVBD_0654	carotenoid cleavage oxygenase	Basal machinery	P9WPR5	['GO:0010436', 'GO:0046872']	False	False	False	False
sigA	1.0	1.0	Middle	1.0	sigA	887477.0	P9WGI1	mysA,RVBD_2703,rpoV,rpoD	RNA polymerase sigma factor SigA	M1.1	P9WGI1	['GO:0003677', 'GO:0016987']	True	False	False	False
sigH	1.0	1.0	Middle	1.0	sigH	888094.0	P9WGH9	rpoE,RVBD_3223c	ECF RNA polymerase sigma factor SigH	Global regulator	P9WGH9	['GO:0003677', 'GO:0016987']	True	False	False	False
sigE	1.0	1.0	Middle	1.0	sigE	888751.0	P9WGG7	RVBD_1221	ECF RNA polymerase sigma factor SigE	M1.1	P9WGG7	['GO:0003677', 'GO:0016987']	True	False	False	False
sigD	1.0	1.0	Middle	1.0	sigD	887594.0	P9WGG9	RVBD_3414c	ECF RNA polymerase sigma factor SigD	M1.1	P9WGG9	['GO:0003677', 'GO:0016987']	True	False	False	False
sigG	1.0	1.0	Middle	1.0	sigG	886786.0	P9WGG5	RVBD_0182c	ECF RNA polymerase sigma factor SigG	M1.1	P9WGG5	['GO:0003677', 'GO:0016987']	True	False	False	False
sigB	1.0	1.0	Middle	1.0	sigB	888580.0	P9WGI5	mysB,RVBD_2710	RNA polymerase sigma factor SigB	M1.1	P9WGI5	['GO:0003677', 'GO:0043175', 'GO:0016987']	True	False	False	False
sigK	1.0	1.0	Middle	1.0	sigK	886334.0	P9WGH7	RVBD_0445c	ECF RNA polymerase sigma factor SigK	M1.1	P9WGH7	['GO:0003677', 'GO:0016987']	True	False	False	False
sigL	1.0	1.0	Middle	1.0	sigL	888609.0	P9WGH5	RVBD_0735	ECF RNA polymerase sigma factor SigL	M1.1	P9WGH5	['GO:0003677', 'GO:0016987']	True	False	False	False
sigF	1.0	1.0	Middle	1.0	sigF	888727.0	P9WGI3	RVBD_3286c	RNA polymerase sigma factor SigF	M1.1	P9WGI3	['GO:0003677', 'GO:0043175', 'GO:0016987']	True	False	False	False
Rv0213c		1.0	Output		Rv0213c	886746.0	P96395	RVBD_0213c	methyltransferase	M1.1	P96395	['GO:0051539', 'GO:0031419', 'GO:0046872', 'GO:0008168']	False	False	False	False
sigI	1.0	1.0	Middle	1.0	sigI	886079.0	P9WGH3	RVBD_1189	ECF RNA polymerase sigma factor SigI	Global regulator	P9WGH3	['GO:0003677', 'GO:0016987']	True	False	False	False
sigC	1.0	1.0	Middle	1.0	sigC	888723.0	P9WGH1	RVBD_2069	ECF RNA polymerase sigma factor SigC	M1.1	P9WGH1	['GO:0003677', 'GO:0016987']	True	False	False	False
Rv0759c		1.0	Output		Rv0759c	888776.0	P9WML3	RVBD_0759c	hypothetical protein	M1.1	P9WML3	['GO:0016787']	False	False	False	False
Rv0941c		1.0	Output		Rv0941c	885914.0	P71568	RVBD_0941c	hypothetical protein	M1.1	P71568	['GO:0016989']	True	False	False	False
rsbW		1.0	Output		rsbW	887977.0	P9WGX7	usfX,RVBD_3287c	anti-sigma factor RsbW	M1.1	P9WGX7	['GO:0005524', 'GO:0016787', 'GO:0000166', 'GO:0016989']	True	False	False	False
rpsF		1.0	Output		rpsF	887020.0	P9WH31	RVBD_0053	30S ribosomal protein S6	Basal machinery	P9WH31	['GO:0070181', 'GO:0003735']	False	False	False	False
pepN		1.0	Output		pepN	887403.0	L7N655	RVBD_2467	aminopeptidase PepN	M1.1	L7N655	['GO:0016285', 'GO:0070006', 'GO:0008270']	False	False	False	False
trxB1		1.0	Output		trxB1	886554.0	L7N664	RVBD_1471	thioredoxin	M1.1	L7N664	['GO:0015035']	False	False	False	False
papA4		1.0	Output		papA4	886028.0	O53902	RVBD_1528c	polyketide synthase associated protein PapA	M1.1	O53902	[]	False	False	False	False
trxB		1.0	Output		trxB	886232.0	P9WHH1	RVBD_3913,trxB2	thioredoxin reductase	Basal machinery	P9WHH1	['GO:0050660', 'GO:0070402', 'GO:0015035', 'GO:0004791']	False	False	False	False
Rv1875		1.0	Output		Rv1875	885793.0	O07754	RVBD_1875	hypothetical protein	M1.1	O07754	['GO:0070967', 'GO:0016627']	False	False	False	False
sigJ	1.0	1.0	Middle	1.0	sigJ	887964.0	L0TCG5	RVBD_3328c	ECF RNA polymerase sigma factor SigJ	M1.1	L0TCG5	['GO:0003677', 'GO:0016987']	True	False	False	False
Rv2466c		1.0	Output		Rv2466c	888214.0	O53193	RVBD_2466c	hypothetical protein	M1.1	O53193	['GO:0016491']	False	False	False	False
moeZ		1.0	Output		moeZ	888871.0	P9WMN7	RVBD_3206c,moeB1	adenylyltransferase/sulfurtransferase	M1.29	P9WMN7	['GO:0005524', 'GO:0016779', 'GO:0008146', 'GO:0004792', 'GO:0016782', 'GO:0008641']	False	False	False	False
Rv2707		1.0	Output		Rv2707	887750.0	I6YE67	RVBD_2707	transmembrane alanine/leucine-rich protein	Basal machinery	I6YE67	[]	False	False	False	False
PPE56		1.0	Output		PPE56	888113.0	Q6MWX8	RVBD_3350c	PPE family protein PPE56	M1.11	Q6MWX8	[]	False	False	False	False
sigM	1.0	1.0	Middle	1.0	sigM	886246.0	O53590	RVBD_3911	ECF RNA polymerase sigma factor SigM	M1.1	O53590	['GO:0003677', 'GO:0016987']	True	False	False	False
Rv2515c		1.0	Output		Rv2515c	887812.0	I6XEH5	RVBD_2515c	hypothetical protein	M1.1	I6XEH5	['GO:0003677']	False	False	False	False
Rv3906c		1.0	Output		Rv3906c	886221.0	O05439	RVBD_3906c	hypothetical protein	M1.1	O05439	['GO:0005509']	False	False	False	False
Rv2506	1.0	0.9565156262422667	Middle	1.0	Rv2506	888516.0	O06169	RVBD_2506	TetR family transcriptional regulator	M1.16	O06169	['GO:0003700', 'GO:0042802', 'GO:0000976']	True	False	False	False
scoA		0.9721794010817103	Output		scoA	888503.0	P9WPW5	RVBD_2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	M1.16	P9WPW5	['GO:0008260']	False	False	False	False
fadD35		0.6775592642420777	Output		fadD35	887774.0	I6Y0X0	RVBD_2505c	fatty-acid--CoA ligase FadD35	M1.16	I6Y0X0	['GO:0031956']	False	False	False	False
Rv2912c	1.0		Input		Rv2912c	888017.0	P9WMC7	RVBD_2912c	TetR family HTH-type transcriptional regulator	M18	P9WMC7	['GO:0003700', 'GO:0000976']	True	False	False	False
Rv2913c		1.0	Output		Rv2913c	887809.0	P9WJH9	RVBD_2913c	D-amino acid aminohydrolase	M18	P9WJH9	['GO:0016812']	False	False	False	False
Rv2989	1.0		Input		Rv2989	887723.0	O53238	RVBD_2989	transcriptional regulator	Global regulator	O53238	['GO:0003677', 'GO:0003700']	True	False	False	False
lpdA		1.0	Output		lpdA	887659.0	P9WHH7	RVBD_3303c,lpdA-2	NAD(P)H quinone reductase LpdA	Basal machinery	P9WHH7	['GO:0050660', 'GO:0003955', 'GO:0050136', 'GO:0070401', 'GO:0008753', 'GO:0016655']	False	False	False	False
devR	1.0		Input		devR	888842.0	P9WMF9	dosR,RVBD_3133c	two component transcriptional regulator DevR	Global regulator	P9WMF9	['GO:0003677', 'GO:0003700']	True	False	False	False
prpD		1.0	Output		prpD	885843.0	O06582	RVBD_1130	methylcitrate dehydratase PrpD	Basal machinery	O06582	['GO:0047547', 'GO:0003994']	False	False	False	False
ppe49		1.0	Output		ppe49	888892.0	P9WHY5	PPE49,RVBD_3125c	PPE family protein PPE49	Basal machinery	P9WHY5	[]	False	False	False	False
prpR		1.0	Output		prpR	885963.0	O06581	RVBD_1129c	transcriptional regulator	Basal machinery	O06581	['GO:0003677', 'GO:0003700']	True	False	False	False
Rv0569		1.0	Output		Rv0569	887678.0	P9WM83	RVBD_0569	hypothetical protein	Basal machinery	P9WM83	[]	False	False	False	False
hrp1		1.0	Output		hrp1	888576.0	P9WJA3	RVBD_2626c	hypoxic response protein	Basal machinery	P9WJA3	['GO:0046872']	False	False	False	False
Rv2623		1.0	Output		Rv2623	887442.0	P9WFD7	TB31.7,RVBD_2623	universal stress protein	Basal machinery	P9WFD7	['GO:0005524']	False	False	False	False
Rv2628		1.0	Output		Rv2628	888566.0	P9WL65	RVBD_2628	hypothetical protein	Basal machinery	P9WL65	[]	False	False	False	False
Rv2629		1.0	Output		Rv2629	888588.0	P9WL63	RVBD_2629	hypothetical protein	Basal machinery	P9WL63	[]	False	False	False	False
Rv1036c		1.0	Output		Rv1036c		P96365	RVBD_1036c		Basal machinery	P96365	[]	False	False	False	False
cut2		1.0	Output		cut2	885371.0	P9WP41	RVBD_2301	cutinase	Basal machinery	P9WP41	['GO:0106435', 'GO:0016298']	False	False	False	False
Rv1734c		1.0	Output		Rv1734c	885212.0	P9WLS7	RVBD_1734c	hypothetical protein	Basal machinery	P9WLS7	['GO:0016746']	False	False	False	False
nadD		1.0	Output		nadD	885457.0	P9WJJ5	RVBD_2421c	nicotinate-nucleotide adenylyltransferase	Basal machinery	P9WJJ5	['GO:0005524', 'GO:0000309', 'GO:0004515']	False	False	False	False
Rv0572c		1.0	Output		Rv0572c	887696.0	P9WM81	RVBD_0572c	hypothetical protein	Basal machinery	P9WM81	[]	False	False	False	False
crgA		1.0	Output		crgA	887074.0	P9WP57	RVBD_0011c	cell division protein CrgA	Basal machinery	P9WP57	[]	False	False	False	False
fdxA		1.0	Output		fdxA	888887.0	P9WNE7	RVBD_2007c	ferredoxin	Basal machinery	P9WNE7	['GO:0051538', 'GO:0051539', 'GO:0009055', 'GO:0046872']	False	False	False	False
Rv3127		1.0	Output		Rv3127	888850.0	P9WL07	RVBD_3127	hypothetical protein	Basal machinery	P9WL07	['GO:0016491']	False	False	False	False
nrdZ		1.0	Output		nrdZ	887666.0	P9WH77	RVBD_0570	vitamin B12-dependent ribonucleoside-diphosphate reductase	Basal machinery	P9WH77	['GO:0005524', 'GO:0031419', 'GO:0004748']	False	False	False	False
Rv0571c		1.0	Output		Rv0571c	887710.0	P9WHK1	RVBD_0571c	hypothetical protein	Basal machinery	P9WHK1	['GO:0016787', 'GO:0016740']	False	False	False	False
Rv3131		1.0	Output		Rv3131	888838.0	P9WIZ7	RVBD_3131	NAD(P)H nitroreductase	M1.18	P9WIZ7	['GO:0016491']	False	False	False	False
Rv2336		0.9392211191177433	Output		Rv2336	888958.0	P95232	RVBD_2336	hypothetical protein	Basal machinery	P95232	[]	False	False	False	False
Rv1996		1.0	Output		Rv1996	888863.0	P9WLP1	RVBD_1996	universal stress protein	Basal machinery	P9WLP1	['GO:0005524']	False	False	False	False
hspX		1.0	Output		hspX	887579.0	P9WMK1	acr,RVBD_2031c	alpha-crystallin	M1.8	P9WMK1	['GO:0044183', 'GO:0051082']	False	False	False	False
Rv2006		1.0	Output		Rv2006	888943.0	P9WN15	otsB1,RVBD_2006	trehalose-6-phosphate phosphatase OtsB	Basal machinery	P9WN15	['GO:0030246', 'GO:0016757', 'GO:0004553', 'GO:0016791']	False	False	False	False
Rv3134c		1.0	Output		Rv3134c	887558.0	P9WFD3	RVBD_3134c	universal stress protein	Basal machinery	P9WFD3	['GO:0005524']	False	False	False	False
acg		1.0	Output		acg	887582.0	P9WIZ9	RVBD_2032	NAD(P)H nitroreductase acg	M1.8	P9WIZ9	['GO:0016491']	False	False	False	False
Rv2307A		1.0	Output		Rv2307A	3205073.0	L7N678	RVBD_2307A	glycine-rich protein	Basal machinery	L7N678	[]	False	False	False	False
Rv2709		1.0	Output		Rv2709	887282.0	I6YA25	RVBD_2709	transmembrane protein	Basal machinery	I6YA25	[]	False	False	False	False
ctpF		1.0	Output		ctpF	888867.0	P9WPS9	RVBD_1997	cation transporter ATPase F	Basal machinery	P9WPS9	['GO:0005524', 'GO:0016887', 'GO:0046872', 'GO:0005388']	False	False	False	False
ldtA		1.0	Output		ldtA	886900.0	O53638	RVBD_0116c	L,D-transpeptidase LdtA	Basal machinery	O53638	['GO:0016746', 'GO:0071972']	False	False	False	False
Rv0079		1.0	Output		Rv0079	886995.0	P9WMA9	RVBD_0079	hypothetical protein	Basal machinery	P9WMA9	['GO:0043024']	False	False	False	False
Rv3126c		1.0	Output		Rv3126c	888806.0	P9WL09	RVBD_3126c	hypothetical protein	Basal machinery	P9WL09	[]	False	False	False	False
tgs1		1.0	Output		tgs1	888841.0	P9WKC9	RVBD_3130c	diacyglycerol O-acyltransferase	M1.18	P9WKC9	['GO:0004144', 'GO:0047196', 'GO:0008374']	False	False	False	False
Rv1738		1.0	Output		Rv1738	885215.0	P9WLS3	RVBD_1738	hypothetical protein	Basal machinery	P9WLS3	[]	False	False	False	False
Rv2005c		1.0	Output		Rv2005c	888831.0	P9WLN1	RVBD_2005c	universal stress protein	Basal machinery	P9WLN1	['GO:0005524']	False	False	False	False
Rv3066	1.0		Input		Rv3066	888847.0	I6X658	RVBD_3066	DeoR family transcriptional regulator	M1.7	I6X658	['GO:0003700', 'GO:0000976']	True	False	False	False
mmr		1.0	Output		mmr	887550.0	P9WGF1	RVBD_3065	multidrug resistance protein Mmr	Intermodular	P9WGF1	['GO:0015562', 'GO:0022857']	False	False	False	False
Rv2282c	1.0	1.0	Middle	1.0	Rv2282c	887253.0	P9WMF3	RVBD_2282c	LysR family HTH-type transcriptional regulator	Basal machinery	P9WMF3	['GO:0003700', 'GO:0000976']	True	False	False	False
Rv1167c	1.0		Input		Rv1167c	888758.0	O50423	RVBD_1167c	transcriptional regulator	M1.14	O50423	['GO:0003700', 'GO:0000976']	True	False	False	False
espE		1.0	Output		espE	886185.0	P9WJD3	RVBD_3864	ESX-1 secretion-associated protein EspE	Intermodular	P9WJD3	[]	False	False	False	False
argR	1.0		Input		argR	885091.0	P9WPY9	RVBD_1657,ahrC	arginine repressor	M15	P9WPY9	['GO:0034618', 'GO:0000987', 'GO:0003677', 'GO:0003700']	True	False	False	False
argC		1.0	Output		argC	885278.0	P9WPZ9	RVBD_1652	N-acetyl-gamma-glutamyl-phoshate reductase	M15	P9WPZ9	['GO:0003942', 'GO:0051287', 'GO:0070401']	False	False	False	False
Rv1287	1.0		Input		Rv1287	886998.0	P9WME3	RVBD_1287	HTH-type transcriptional regulator	M4	P9WME3	['GO:0003677', 'GO:0003700']	True	False	False	False
cysD		1.0	Output		cysD	886979.0	P9WIK1	RVBD_1285	sulfate adenylyltransferase subunit 2	M4	P9WIK1	['GO:0005524', 'GO:0004781']	False	False	False	False
Rv0576	0.9973804594121848	0.8954941767173358	Middle	1.0	Rv0576	887717.0	O53773	RVBD_0576	transcriptional regulator	Global regulator	O53773	['GO:0003700']	True	False	False	False
aldA		0.9644106970118643	Output		aldA	888832.0	I6X9R9	RVBD_0768	aldehyde dehydrogenase AldA	Basal machinery	I6X9R9	['GO:0016620']	False	False	False	False
Rv0516c		0.9240263988971791	Output		Rv0516c	887324.0	O33361	RVBD_0516c	anti-anti-sigma factor	Basal machinery	O33361	[]	False	False	False	False
Rv2034	0.9949635747815583	0.8954941767173358	Middle	1.0	Rv2034	887859.0	O53478	RVBD_2034	ArsR family HTH-type transcriptional repressor	Global regulator	O53478	['GO:0003677', 'GO:0003700']	True	False	False	False
mutT3		0.9682412650760038	Output		mutT3	886405.0	P9WIX9	RVBD_0413	8-oxo-dGTP diphosphatase	Basal machinery	P9WIX9	['GO:0035539', 'GO:0046872']	False	False	False	False
Rv3661		0.9392211191177433	Output		Rv3661	885316.0	P9WGJ1	RVBD_3661	hypothetical protein	M3	P9WGJ1	['GO:0016787', 'GO:0046872']	False	False	False	False
fadD5		0.9240263988971791	Output		fadD5	886822.0	O07411	RVBD_0166	fatty-acid--CoA ligase FadD5	Basal machinery	O07411	['GO:0016878', 'GO:0016405']	False	False	False	False
Rv3660c		0.9240263988971791	Output		Rv3660c	885319.0	P9WKX7	RVBD_3660c	hypothetical protein	M3	P9WKX7	['GO:0005524', 'GO:0016887']	False	False	False	False
Rv1519		0.9604647132873066	Output		Rv1519	886453.0	P9WLV7	RVBD_1519	hypothetical protein	Basal machinery	P9WLV7	[]	False	False	False	False
Rv0023	0.8297270970795553		Input		Rv0023	887062.0	P9WMI3	RVBD_0023	transcriptional regulator	Global regulator	P9WMI3	['GO:0003677']	False	False	False	False
mce4A		1.0	Output		mce4A	888344.0	I6YC99	RVBD_3499c	Mce family protein Mce4A	Basal machinery	I6YC99	['GO:0120014']	False	False	False	False
drrA		1.0	Output		drrA	888168.0	P9WQL9	RVBD_2936	daunorubicin ABC transporter ATP-binding protein DrrA	Basal machinery	P9WQL9	['GO:0005524', 'GO:0016887']	False	False	False	False
hddA		1.0	Output		hddA	886902.0	O53637	RVBD_0115	D-alpha-D-heptose-7-phosphate kinase HddA	Basal machinery	O53637	['GO:0005524', 'GO:0004335', 'GO:0046872']	False	False	False	False
PPE7		1.0	Output		PPE7	886498.0	L0T545		PPE family protein PPE7	Basal machinery	L0T545	[]	False	False	False	False
mce3R		1.0	Output		mce3R	885950.0	P95251	RVBD_1963c	transcriptional repressor Mce3R	Intermodular	P95251	['GO:0003677', 'GO:0003700', 'GO:0000976']	True	False	False	False
Rv2474c		1.0	Output		Rv2474c	888606.0	I6X4D6	RVBD_2474c	hypothetical protein	Basal machinery	I6X4D6	[]	False	False	False	False
ctpJ		1.0	Output		ctpJ	885106.0	P9WPT7	RVBD_3743c,nmtA	cation transporter ATPase J	M16	P9WPT7	['GO:0005524', 'GO:0016887', 'GO:0019829', 'GO:0046872']	False	False	False	False
Rv1339		1.0	Output		Rv1339	886972.0	P9WGC1	RVBD_1339	hypothetical protein	Basal machinery	P9WGC1	['GO:0042781']	False	False	False	False
mftR	1.0	1.0	Middle	1.0	mftR	888296.0	P9WMB7	RVBD_0691c	mycofactocin biosynthesis transcriptional regulator MftR	Global regulator	P9WMB7	['GO:0003700', 'GO:0000976']	True	False	False	False
Rv2254c		1.0	Output		Rv2254c	887182.0	O53528	RVBD_2254c	integral membrane protein	Basal machinery	O53528	[]	False	False	False	False
